date,open,high,low,close,volume,dividends,stock_splits
2022-02-15,16933.25,17375.0,16839.25,17352.44921875,298700,0.0,0.0
2022-02-16,17408.44921875,17490.599609375,17257.69921875,17322.19921875,244500,0.0,0.0
2022-02-17,17396.55078125,17442.900390625,17235.849609375,17304.599609375,232100,0.0,0.0
2022-02-18,17236.05078125,17380.80078125,17219.19921875,17276.30078125,189600,0.0,0.0
2022-02-21,17192.25,17351.05078125,17070.69921875,17206.650390625,215200,0.0,0.0
2022-02-22,16847.94921875,17148.55078125,16843.80078125,17092.19921875,300100,0.0,0.0
2022-02-23,17194.5,17220.69921875,17027.849609375,17063.25,200200,0.0,0.0
2022-02-24,16548.900390625,16705.25,16203.25,16247.9501953125,458000,0.0,0.0
2022-02-25,16515.650390625,16748.80078125,16478.30078125,16658.400390625,329800,0.0,0.0
2022-02-28,16481.599609375,16815.900390625,16356.2998046875,16793.900390625,404200,0.0,0.0
2022-03-02,16593.099609375,16678.5,16478.650390625,16605.94921875,517700,0.0,0.0
2022-03-03,16723.19921875,16768.94921875,16442.94921875,16498.05078125,442100,0.0,0.0
2022-03-04,16339.4501953125,16456.0,16133.7998046875,16245.349609375,456100,0.0,0.0
2022-03-07,15867.9501953125,15944.599609375,15711.4501953125,15863.150390625,585400,0.0,0.0
2022-03-08,15747.75,16028.75,15671.4501953125,16013.4501953125,543600,0.0,0.0
2022-03-09,16078.0,16418.05078125,15990.0,16345.349609375,462200,0.0,0.0
2022-03-10,16757.099609375,16757.30078125,16447.900390625,16594.900390625,486400,0.0,0.0
2022-03-11,16528.80078125,16694.400390625,16470.900390625,16630.44921875,343700,0.0,0.0
2022-03-14,16633.69921875,16887.94921875,16606.5,16871.30078125,314700,0.0,0.0
2022-03-15,16900.650390625,16927.75,16555.0,16663.0,381600,0.0,0.0
2022-03-16,16876.650390625,16987.900390625,16837.849609375,16975.349609375,260000,0.0,0.0
2022-03-17,17202.900390625,17344.599609375,17175.75,17287.05078125,448300,0.0,0.0
2022-03-21,17329.5,17353.349609375,17096.400390625,17117.599609375,285500,0.0,0.0
2022-03-22,17120.400390625,17334.400390625,17006.30078125,17315.5,338300,0.0,0.0
2022-03-23,17405.05078125,17442.400390625,17199.599609375,17245.650390625,292100,0.0,0.0
2022-03-24,17094.94921875,17291.75,17091.150390625,17222.75,290300,0.0,0.0
2022-03-25,17289.0,17294.900390625,17076.55078125,17153.0,237100,0.0,0.0
2022-03-28,17181.849609375,17235.099609375,17003.900390625,17222.0,253200,0.0,0.0
2022-03-29,17297.19921875,17343.650390625,17235.69921875,17325.30078125,235100,0.0,0.0
2022-03-30,17468.150390625,17522.5,17387.19921875,17498.25,505000,0.0,0.0
2022-03-31,17519.19921875,17559.80078125,17435.19921875,17464.75,281100,0.0,0.0
2022-04-01,17436.900390625,17703.69921875,17422.69921875,17670.44921875,291800,0.0,0.0
2022-04-04,17809.099609375,18114.650390625,17791.400390625,18053.400390625,345500,0.0,0.0
2022-04-05,18080.599609375,18095.44921875,17921.55078125,17957.400390625,283500,0.0,0.0
2022-04-06,17842.75,17901.0,17779.849609375,17807.650390625,328800,0.0,0.0
2022-04-07,17723.30078125,17787.5,17623.69921875,17639.55078125,308800,0.0,0.0
2022-04-08,17698.150390625,17842.75,17600.55078125,17784.349609375,274400,0.0,0.0
2022-04-11,17740.900390625,17779.05078125,17650.94921875,17674.94921875,251700,0.0,0.0
2022-04-12,17584.849609375,17595.30078125,17442.349609375,17530.30078125,266000,0.0,0.0
2022-04-13,17599.900390625,17663.650390625,17457.400390625,17475.650390625,245100,0.0,0.0
2022-04-18,17183.44921875,17237.75,17067.849609375,17173.650390625,376100,0.0,0.0
2022-04-19,17258.94921875,17275.650390625,16824.69921875,16958.650390625,401400,0.0,0.0
2022-04-20,17045.25,17186.900390625,16978.94921875,17136.55078125,286100,0.0,0.0
2022-04-21,17234.599609375,17414.69921875,17215.5,17392.599609375,285200,0.0,0.0
2022-04-22,17242.75,17315.30078125,17149.19921875,17171.94921875,262700,0.0,0.0
2022-04-25,17009.05078125,17054.30078125,16888.69921875,16953.94921875,275700,0.0,0.0
2022-04-26,17121.30078125,17223.849609375,17064.44921875,17200.80078125,261100,0.0,0.0
2022-04-27,17073.349609375,17110.69921875,16958.44921875,17038.400390625,265100,0.0,0.0
2022-04-28,17189.5,17322.5,17071.05078125,17245.05078125,312900,0.0,0.0
2022-04-29,17329.25,17377.650390625,17053.25,17102.55078125,336200,0.0,0.0
2022-05-02,16924.44921875,17092.25,16917.25,17069.099609375,278200,0.0,0.0
2022-05-04,17096.599609375,17132.849609375,16623.94921875,16677.599609375,310600,0.0,0.0
2022-05-05,16854.75,16945.69921875,16651.849609375,16682.650390625,265800,0.0,0.0
2022-05-06,16415.55078125,16484.19921875,16340.900390625,16411.25,300500,0.0,0.0
2022-05-09,16227.7001953125,16403.69921875,16142.099609375,16301.849609375,288400,0.0,0.0
2022-05-10,16248.900390625,16404.55078125,16197.2998046875,16240.0498046875,283100,0.0,0.0
2022-05-11,16270.0498046875,16318.75,15992.599609375,16167.099609375,284300,0.0,0.0
2022-05-12,16021.099609375,16041.9501953125,15735.75,15808.0,314900,0.0,0.0
2022-05-13,15977.0,16083.599609375,15740.849609375,15782.150390625,369100,0.0,0.0
2022-05-16,15845.099609375,15977.9501953125,15739.650390625,15842.2998046875,217600,0.0,0.0
2022-05-17,15912.599609375,16284.25,15900.7998046875,16259.2998046875,295700,0.0,0.0
2022-05-18,16318.150390625,16399.80078125,16211.2001953125,16240.2998046875,290400,0.0,0.0
2022-05-19,15917.400390625,15984.75,15775.2001953125,15809.400390625,313900,0.0,0.0
2022-05-20,16043.7998046875,16283.0498046875,16003.849609375,16266.150390625,252400,0.0,0.0
2022-05-23,16290.9501953125,16414.69921875,16185.75,16214.7001953125,293800,0.0,0.0
2022-05-24,16225.5498046875,16262.7998046875,16078.599609375,16125.150390625,249800,0.0,0.0
2022-05-25,16196.349609375,16223.349609375,16006.9501953125,16025.7998046875,243300,0.0,0.0
2022-05-26,16105.0,16204.4501953125,15903.7001953125,16170.150390625,314300,0.0,0.0
2022-05-27,16296.599609375,16370.599609375,16221.9501953125,16352.4501953125,274100,0.0,0.0
2022-05-30,16527.900390625,16695.5,16506.150390625,16661.400390625,251400,0.0,0.0
2022-05-31,16578.44921875,16690.75,16521.900390625,16584.55078125,651600,0.0,0.0
2022-06-01,16594.400390625,16649.19921875,16438.849609375,16522.75,249600,0.0,0.0
2022-06-02,16481.650390625,16646.400390625,16443.05078125,16628.0,236000,0.0,0.0
2022-06-03,16761.650390625,16793.849609375,16567.900390625,16584.30078125,245500,0.0,0.0
2022-06-06,16530.69921875,16610.94921875,16444.55078125,16569.55078125,233600,0.0,0.0
2022-06-07,16469.599609375,16487.25,16347.099609375,16416.349609375,233800,0.0,0.0
2022-06-08,16474.94921875,16514.30078125,16293.349609375,16356.25,243500,0.0,0.0
2022-06-09,16263.849609375,16492.80078125,16243.849609375,16478.099609375,205000,0.0,0.0
2022-06-10,16283.9501953125,16324.7001953125,16172.599609375,16201.7998046875,189700,0.0,0.0
2022-06-13,15877.5498046875,15886.150390625,15684.0,15774.400390625,225500,0.0,0.0
2022-06-14,15674.25,15858.0,15659.4501953125,15732.099609375,225400,0.0,0.0
2022-06-15,15729.25,15783.650390625,15678.900390625,15692.150390625,183000,0.0,0.0
2022-06-16,15832.25,15863.150390625,15335.099609375,15360.599609375,264700,0.0,0.0
2022-06-17,15272.650390625,15400.400390625,15183.400390625,15293.5,342600,0.0,0.0
2022-06-20,15334.5,15382.5,15191.099609375,15350.150390625,260000,0.0,0.0
2022-06-21,15455.9501953125,15707.25,15419.849609375,15638.7998046875,262800,0.0,0.0
2022-06-22,15545.650390625,15565.400390625,15385.9501953125,15413.2998046875,220900,0.0,0.0
2022-06-23,15451.5498046875,15628.4501953125,15367.5,15556.650390625,259200,0.0,0.0
2022-06-24,15657.400390625,15749.25,15619.4501953125,15699.25,219600,0.0,0.0
2022-06-27,15926.2001953125,15927.4501953125,15815.5,15832.0498046875,210900,0.0,0.0
2022-06-28,15757.4501953125,15892.099609375,15710.150390625,15850.2001953125,251900,0.0,0.0
2022-06-29,15701.7001953125,15861.599609375,15687.7998046875,15799.099609375,444900,0.0,0.0
2022-06-30,15774.5,15890.0,15728.849609375,15780.25,306000,0.0,0.0
2022-07-01,15703.7001953125,15793.9501953125,15511.0498046875,15752.0498046875,364100,0.0,0.0
2022-07-04,15710.5,15852.349609375,15661.7998046875,15835.349609375,304300,0.0,0.0
2022-07-05,15909.150390625,16025.75,15785.4501953125,15810.849609375,254200,0.0,0.0
2022-07-06,15818.2001953125,16011.349609375,15800.900390625,15989.7998046875,288400,0.0,0.0
2022-07-07,16113.75,16150.5,16045.9501953125,16132.900390625,264600,0.0,0.0
2022-07-08,16273.650390625,16275.5,16157.900390625,16220.599609375,281100,0.0,0.0
2022-07-11,16136.150390625,16248.5498046875,16115.5,16216.0,255900,0.0,0.0
2022-07-12,16126.2001953125,16158.75,16031.150390625,16058.2998046875,208600,0.0,0.0
2022-07-13,16128.2001953125,16140.0,15950.150390625,15966.650390625,233300,0.0,0.0
2022-07-14,16018.849609375,16070.849609375,15858.2001953125,15938.650390625,228600,0.0,0.0
2022-07-15,16010.7998046875,16066.9501953125,15927.2998046875,16049.2001953125,205800,0.0,0.0
2022-07-18,16151.400390625,16287.9501953125,16142.2001953125,16278.5,227700,0.0,0.0
2022-07-19,16187.0498046875,16359.5,16187.0498046875,16340.5498046875,222600,0.0,0.0
2022-07-20,16562.80078125,16588.0,16490.94921875,16520.849609375,284400,0.0,0.0
2022-07-21,16523.55078125,16626.94921875,16483.900390625,16605.25,243600,0.0,0.0
2022-07-22,16661.25,16752.25,16610.900390625,16719.44921875,190900,0.0,0.0
2022-07-25,16662.55078125,16706.05078125,16564.25,16631.0,211400,0.0,0.0
2022-07-26,16632.900390625,16636.099609375,16463.30078125,16483.849609375,208200,0.0,0.0
2022-07-27,16475.349609375,16653.44921875,16438.75,16641.80078125,185200,0.0,0.0
2022-07-28,16774.849609375,16947.650390625,16746.25,16929.599609375,376300,0.0,0.0
2022-07-29,17079.5,17172.80078125,17018.150390625,17158.25,436100,0.0,0.0
2022-08-01,17243.19921875,17356.25,17154.80078125,17340.05078125,381500,0.0,0.0
2022-08-02,17310.150390625,17390.150390625,17215.849609375,17345.44921875,333600,0.0,0.0
2022-08-03,17349.25,17407.5,17225.849609375,17388.150390625,285400,0.0,0.0
2022-08-04,17463.099609375,17490.69921875,17161.25,17382.0,325000,0.0,0.0
2022-08-05,17423.650390625,17474.400390625,17348.75,17397.5,355300,0.0,0.0
2022-08-08,17401.5,17548.80078125,17359.75,17525.099609375,257000,0.0,0.0
2022-08-10,17566.099609375,17566.099609375,17442.80078125,17534.75,312700,0.0,0.0
2022-08-11,17711.650390625,17719.30078125,17631.94921875,17659.0,311200,0.0,0.0
2022-08-12,17659.650390625,17724.650390625,17597.849609375,17698.150390625,303900,0.0,0.0
2022-08-16,17797.19921875,17839.099609375,17764.05078125,17825.25,0,0.0,0.0
2022-08-17,17868.150390625,17965.94921875,17833.349609375,17944.25,262800,0.0,0.0
2022-08-18,17898.650390625,17968.44921875,17852.05078125,17956.5,263900,0.0,0.0
2022-08-19,17966.55078125,17992.19921875,17710.75,17758.44921875,295600,0.0,0.0
2022-08-22,17682.900390625,17690.05078125,17467.349609375,17490.69921875,287600,0.0,0.0
2022-08-23,17357.349609375,17625.55078125,17345.19921875,17577.5,285600,0.0,0.0
2022-08-24,17525.44921875,17623.650390625,17499.25,17604.94921875,262000,0.0,0.0
2022-08-25,17679.0,17726.5,17487.44921875,17522.44921875,230200,0.0,0.0
2022-08-26,17619.30078125,17685.849609375,17519.349609375,17558.900390625,266600,0.0,0.0
2022-08-29,17188.650390625,17380.150390625,17166.19921875,17312.900390625,244900,0.0,0.0
2022-08-30,17414.94921875,17777.650390625,17401.5,17759.30078125,324700,0.0,0.0
2022-09-01,17485.69921875,17695.599609375,17468.44921875,17542.80078125,308500,0.0,0.0
2022-09-02,17598.400390625,17643.849609375,17476.44921875,17539.44921875,256300,0.0,0.0
2022-09-05,17546.44921875,17683.150390625,17540.349609375,17665.80078125,230300,0.0,0.0
2022-09-06,17695.69921875,17764.650390625,17587.650390625,17655.599609375,251200,0.0,0.0
2022-09-07,17519.400390625,17650.75,17484.30078125,17624.400390625,354100,0.0,0.0
2022-09-08,17748.150390625,17807.650390625,17691.94921875,17798.75,279800,0.0,0.0
2022-09-09,17923.349609375,17925.94921875,17786.0,17833.349609375,270300,0.0,0.0
2022-09-12,17890.849609375,17980.55078125,17889.150390625,17936.349609375,228200,0.0,0.0
2022-09-13,18044.44921875,18088.30078125,18015.44921875,18070.05078125,259900,0.0,0.0
2022-09-14,17771.150390625,18091.55078125,17771.150390625,18003.75,365900,0.0,0.0
2022-09-15,18046.349609375,18096.150390625,17861.5,17877.400390625,289600,0.0,0.0
2022-09-16,17796.80078125,17820.05078125,17497.25,17530.849609375,468500,0.0,0.0
2022-09-19,17540.650390625,17667.19921875,17429.69921875,17622.25,258300,0.0,0.0
2022-09-20,17770.400390625,17919.30078125,17744.400390625,17816.25,263100,0.0,0.0
2022-09-21,17766.349609375,17838.69921875,17663.599609375,17718.349609375,245500,0.0,0.0
2022-09-22,17609.650390625,17722.75,17532.44921875,17629.80078125,284100,0.0,0.0
2022-09-23,17593.849609375,17642.150390625,17291.650390625,17327.349609375,390800,0.0,0.0
2022-09-26,17156.30078125,17196.400390625,16978.30078125,17016.30078125,492000,0.0,0.0
2022-09-27,17110.900390625,17176.44921875,16942.349609375,17007.400390625,359900,0.0,0.0
2022-09-28,16870.55078125,17037.599609375,16820.400390625,16858.599609375,323900,0.0,0.0
2022-09-29,16993.599609375,17026.05078125,16788.599609375,16818.099609375,340000,0.0,0.0
2022-09-30,16798.05078125,17187.099609375,16747.69921875,17094.349609375,376100,0.0,0.0
2022-10-03,17102.099609375,17114.650390625,16855.55078125,16887.349609375,278400,0.0,0.0
2022-10-04,17147.44921875,17287.30078125,17117.30078125,17274.30078125,226000,0.0,0.0
2022-10-06,17379.25,17428.80078125,17315.650390625,17331.80078125,265500,0.0,0.0
2022-10-07,17287.19921875,17337.349609375,17216.94921875,17314.650390625,216300,0.0,0.0
2022-10-10,17094.349609375,17280.150390625,17064.69921875,17241.0,234000,0.0,0.0
2022-10-11,17256.05078125,17261.80078125,16950.30078125,16983.55078125,282600,0.0,0.0
2022-10-12,17025.55078125,17142.349609375,16960.05078125,17123.599609375,256000,0.0,0.0
2022-10-13,17087.349609375,17112.349609375,16956.94921875,17014.349609375,266400,0.0,0.0
2022-10-14,17322.30078125,17348.55078125,17169.75,17185.69921875,227000,0.0,0.0
2022-10-17,17144.80078125,17328.55078125,17098.55078125,17311.80078125,212200,0.0,0.0
2022-10-18,17438.75,17527.80078125,17434.05078125,17486.94921875,239500,0.0,0.0
2022-10-19,17568.150390625,17607.599609375,17472.849609375,17512.25,210500,0.0,0.0
2022-10-20,17423.099609375,17584.150390625,17421.0,17563.94921875,249600,0.0,0.0
2022-10-21,17622.849609375,17670.150390625,17520.75,17576.30078125,277700,0.0,0.0
2022-10-24,17736.349609375,17777.55078125,17707.400390625,17730.75,45000,0.0,0.0
2022-10-25,17808.30078125,17811.5,17637.0,17656.349609375,251400,0.0,0.0
2022-10-27,17771.400390625,17783.900390625,17654.5,17736.94921875,324600,0.0,0.0
2022-10-28,17756.400390625,17838.900390625,17723.69921875,17786.80078125,250000,0.0,0.0
2022-10-31,17910.19921875,18022.80078125,17899.900390625,18012.19921875,227200,0.0,0.0
2022-11-01,18130.69921875,18175.80078125,18060.150390625,18145.400390625,349900,0.0,0.0
2022-11-02,18177.900390625,18178.75,18048.650390625,18082.849609375,270900,0.0,0.0
2022-11-03,17968.349609375,18106.30078125,17959.19921875,18052.69921875,213000,0.0,0.0
2022-11-04,18053.400390625,18135.099609375,18017.150390625,18117.150390625,267900,0.0,0.0
2022-11-07,18211.75,18255.5,18064.75,18202.80078125,314800,0.0,0.0
2022-11-09,18288.25,18296.400390625,18117.5,18157.0,307200,0.0,0.0
2022-11-10,18044.349609375,18103.099609375,17969.400390625,18028.19921875,256500,0.0,0.0
2022-11-11,18272.349609375,18362.30078125,18259.349609375,18349.69921875,378500,0.0,0.0
2022-11-14,18376.400390625,18399.44921875,18311.400390625,18329.150390625,301400,0.0,0.0
2022-11-15,18362.75,18427.94921875,18282.0,18403.400390625,250900,0.0,0.0
2022-11-16,18398.25,18442.150390625,18344.150390625,18409.650390625,219300,0.0,0.0
2022-11-17,18358.69921875,18417.599609375,18312.94921875,18343.900390625,200500,0.0,0.0
2022-11-18,18382.94921875,18394.599609375,18209.80078125,18307.650390625,198800,0.0,0.0
2022-11-21,18246.400390625,18262.30078125,18133.349609375,18159.94921875,213800,0.0,0.0
2022-11-22,18179.150390625,18261.849609375,18137.69921875,18244.19921875,177700,0.0,0.0
2022-11-23,18325.19921875,18325.400390625,18246.0,18267.25,178800,0.0,0.0
2022-11-24,18326.099609375,18529.69921875,18294.25,18484.099609375,204000,0.0,0.0
2022-11-25,18528.44921875,18534.900390625,18445.099609375,18512.75,205900,0.0,0.0
2022-11-28,18430.55078125,18614.25,18365.599609375,18562.75,206500,0.0,0.0
2022-11-29,18552.44921875,18678.099609375,18552.150390625,18618.05078125,195300,0.0,0.0
2022-11-30,18625.69921875,18816.05078125,18616.55078125,18758.349609375,345600,0.0,0.0
2022-12-01,18871.94921875,18887.599609375,18778.19921875,18812.5,325000,0.0,0.0
2022-12-02,18752.400390625,18781.94921875,18639.19921875,18696.099609375,254400,0.0,0.0
2022-12-05,18719.55078125,18728.599609375,18591.349609375,18701.05078125,288400,0.0,0.0
2022-12-06,18600.650390625,18654.900390625,18577.900390625,18642.75,217800,0.0,0.0
2022-12-07,18638.849609375,18668.30078125,18528.400390625,18560.5,200500,0.0,0.0
2022-12-08,18570.849609375,18625.0,18536.94921875,18609.349609375,202800,0.0,0.0
2022-12-09,18662.400390625,18664.69921875,18410.099609375,18496.599609375,215800,0.0,0.0
2022-12-12,18402.150390625,18521.55078125,18345.69921875,18497.150390625,193900,0.0,0.0
2022-12-13,18524.400390625,18617.25,18490.19921875,18608.0,187600,0.0,0.0
2022-12-14,18671.25,18696.099609375,18632.900390625,18660.30078125,208000,0.0,0.0
2022-12-15,18614.400390625,18652.900390625,18387.69921875,18414.900390625,183100,0.0,0.0
2022-12-16,18319.099609375,18440.94921875,18255.150390625,18269.0,277700,0.0,0.0
2022-12-19,18288.099609375,18431.650390625,18244.55078125,18420.44921875,154800,0.0,0.0
2022-12-20,18340.30078125,18404.900390625,18202.650390625,18385.30078125,169000,0.0,0.0
2022-12-21,18435.150390625,18473.349609375,18162.75,18199.099609375,187600,0.0,0.0
2022-12-22,18288.80078125,18318.75,18068.599609375,18127.349609375,195700,0.0,0.0
2022-12-23,17977.650390625,18050.44921875,17779.5,17806.80078125,221500,0.0,0.0
2022-12-26,17830.400390625,18084.099609375,17774.25,18014.599609375,176700,0.0,0.0
2022-12-27,18089.80078125,18149.25,17967.44921875,18132.30078125,214300,0.0,0.0
2022-12-28,18084.75,18173.099609375,18068.349609375,18122.5,193900,0.0,0.0
2022-12-29,18045.69921875,18229.69921875,17992.80078125,18191.0,281100,0.0,0.0
2022-12-30,18259.099609375,18265.25,18080.30078125,18105.30078125,192000,0.0,0.0
2023-01-02,18131.69921875,18215.150390625,18086.5,18197.44921875,256100,0.0,0.0
2023-01-03,18163.19921875,18251.94921875,18149.80078125,18232.55078125,208700,0.0,0.0
2023-01-04,18230.650390625,18243.0,18020.599609375,18042.94921875,235200,0.0,0.0
2023-01-05,18101.94921875,18120.30078125,17892.599609375,17992.150390625,269900,0.0,0.0
2023-01-06,18008.05078125,18047.400390625,17795.55078125,17859.44921875,238200,0.0,0.0
2023-01-09,17952.55078125,18141.400390625,17936.150390625,18101.19921875,257200,0.0,0.0
2023-01-10,18121.30078125,18127.599609375,17856.0,17914.150390625,283300,0.0,0.0
2023-01-11,17924.25,17976.349609375,17824.349609375,17895.69921875,259900,0.0,0.0
2023-01-12,17920.849609375,17945.80078125,17761.650390625,17858.19921875,227800,0.0,0.0
2023-01-13,17867.5,17999.349609375,17774.25,17956.599609375,256700,0.0,0.0
2023-01-16,18033.150390625,18049.650390625,17853.650390625,17894.849609375,206200,0.0,0.0
